theme_date,theater_id,theater_name,sector_code,sector_name,thread_codes,thread_names,jpas_tier_code,theme_title,theme_blurb,maturity_grade,coverage_grade
"2026-10-19","T-004","The Capital Concentration","D8","People & Signals","D8.1","Executive Movement & C-Suite Intelligence","ENV","The Capital Concentration: People & Signals","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the People & Signals sector — tracking Executive Movement & C-Suite Intelligence.","Established","Dedicated"
"2026-10-20","T-002","The Thermal Reckoning","D12","Networking & Interconnect","D12.3; D12.5","AI Back-End Fabric & Interconnect; Optical Transceivers & Co-Packaged Optics","NET","The Thermal Reckoning: Networking & Interconnect","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Networking & Interconnect sector — tracking AI Back-End Fabric & Interconnect and Optical Transceivers & Co-Packaged Optics.","Established","Dedicated"
"2026-10-21","T-001","The Power Reckoning","D14","Real Estate & Site Selection","D14.2; D14.5","Primary Market Intelligence (NA Tier 1); Land Pricing & Acquisition","COM","The Power Reckoning: Real Estate & Site Selection","The grid wasn't built for this. Today The Power Reckoning turns to the Real Estate & Site Selection sector — tracking Primary Market Intelligence (NA Tier 1) and Land Pricing & Acquisition.","Established","Dedicated"
"2026-10-22","T-003","The Consent Crisis","D19","Tax, Incentives & Fiscal Policy","D19.4; D19.1","Tax Incentive Backlash & Clawback; State & Local Tax Incentives","COM","The Consent Crisis: Tax, Incentives & Fiscal Policy","Communities are the new permitting authority. Today The Consent Crisis turns to the Tax, Incentives & Fiscal Policy sector — tracking Tax Incentive Backlash & Clawback and State & Local Tax Incentives.","Established","Dedicated"
"2026-10-23","T-004","The Capital Concentration","D4","M&A & Capital Markets","D4.1; D4.2","PE & Infrastructure Fund Activity; DC REIT Performance & Valuation","COM","The Capital Concentration: M&A & Capital Markets","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the M&A & Capital Markets sector — tracking PE & Infrastructure Fund Activity and DC REIT Performance & Valuation.","Established","Broad-only"
"2026-10-24","T-002","The Thermal Reckoning","D22","Industry Media & Analyst Coverage","D22.1; D22.2; D22.3","U.S. Media Coverage; EU Media Coverage; APAC / LATAM / MENA Media Coverage","COM","The Thermal Reckoning: Industry Media & Analyst Coverage","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Industry Media & Analyst Coverage sector — tracking U.S. Media Coverage, EU Media Coverage and APAC / LATAM / MENA Media Coverage.","Established","Dedicated"
"2026-10-25","T-006","The Sovereign AI Race","D2","Power Architecture","D2.5","Nuclear & SMR Offtake","PWR","The Sovereign AI Race: Power Architecture","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Power Architecture sector — tracking Nuclear & SMR Offtake.","Established","Dedicated"
"2026-10-26","T-001","The Power Reckoning","D10","Construction","D10.4","Project Delivery & Schedule Intelligence","PWR","The Power Reckoning: Construction","The grid wasn't built for this. Today The Power Reckoning turns to the Construction sector — tracking Project Delivery & Schedule Intelligence.","Established","Dedicated"
"2026-10-27","T-003","The Consent Crisis","D11","Sustainability","D11.5","Sustainability Regulation & Disclosure","NET","The Consent Crisis: Sustainability","Communities are the new permitting authority. Today The Consent Crisis turns to the Sustainability sector — tracking Sustainability Regulation & Disclosure.","Established","Dedicated"
"2026-10-28","T-005","The Inference Economy","D6","New Entrants","D6.1; D6.3","Neocloud Infrastructure; AI Labs & Model Developers as Infrastructure Buyers","ENV","The Inference Economy: New Entrants","Training built the factories. Inference fills them. Today The Inference Economy turns to the New Entrants sector — tracking Neocloud Infrastructure and AI Labs & Model Developers as Infrastructure Buyers.","Established","Broad-only"
"2026-10-29","T-004","The Capital Concentration","D21","Insurance & Risk Markets","D21.2; D21.4","Cyber Insurance & Tech E&O; Lender Insurance & Risk Transfer","COM","The Capital Concentration: Insurance & Risk Markets","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the Insurance & Risk Markets sector — tracking Cyber Insurance & Tech E&O and Lender Insurance & Risk Transfer.","Established","Dedicated"
"2026-10-30","T-001","The Power Reckoning","D3","Grid & Regulatory","D3.1","Interconnection Queue & Grid Access","WTR","The Power Reckoning: Grid & Regulatory","The grid wasn't built for this. Today The Power Reckoning turns to the Grid & Regulatory sector — tracking Interconnection Queue & Grid Access.","Established","Broad-only"
"2026-10-31","T-006","The Sovereign AI Race","D15","Sovereign AI & Geopolitics","D15.3; D15.2","Bilateral & Multilateral AI Diplomacy; National Compute Strategies & Sovereign Programs","COM","The Sovereign AI Race: Sovereign AI & Geopolitics","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Sovereign AI & Geopolitics sector — tracking Bilateral & Multilateral AI Diplomacy and National Compute Strategies & Sovereign Programs.","Established","Dedicated"
"2026-11-01","T-003","The Consent Crisis","D23","Outage Intelligence & Emergency Response","D23.2","Grid Events & Physical Disasters","LBR","The Consent Crisis: Outage Intelligence & Emergency Response","Communities are the new permitting authority. Today The Consent Crisis turns to the Outage Intelligence & Emergency Response sector — tracking Grid Events & Physical Disasters.","Established","Dedicated"
"2026-11-02","T-005","The Inference Economy","D5","Hyperscaler Activity","D5.2","Hyperscaler Custom Silicon Strategy","INC","The Inference Economy: Hyperscaler Activity","Training built the factories. Inference fills them. Today The Inference Economy turns to the Hyperscaler Activity sector — tracking Hyperscaler Custom Silicon Strategy.","Established","Broad-only"
"2026-11-03","T-002","The Thermal Reckoning","D8","People & Signals","D8.2","Conference Intelligence & Speaking Circuit","ENV","The Thermal Reckoning: People & Signals","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the People & Signals sector — tracking Conference Intelligence & Speaking Circuit.","Established","Whitespace"
"2026-11-04","T-006","The Sovereign AI Race","D14","Real Estate & Site Selection","D14.4","International Markets","PWR","The Sovereign AI Race: Real Estate & Site Selection","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Real Estate & Site Selection sector — tracking International Markets.","Established","Dedicated"
"2026-11-05","T-001","The Power Reckoning","D12","Networking & Interconnect","D12.1","Long-Haul & Dark Fiber Leasing","ENV","The Power Reckoning: Networking & Interconnect","The grid wasn't built for this. Today The Power Reckoning turns to the Networking & Interconnect sector — tracking Long-Haul & Dark Fiber Leasing.","Established","Dedicated"
"2026-11-06","T-005","The Inference Economy","D1","Chips & Density","D1.5; D1.7; D1.8","Inference-Class Silicon & Economics; Hyperscaler-Class Silicon & Custom Accelerators; Advanced Packaging & Substrate Capacity","ENV","The Inference Economy: Chips & Density","Training built the factories. Inference fills them. Today The Inference Economy turns to the Chips & Density sector — tracking Inference-Class Silicon & Economics, Hyperscaler-Class Silicon & Custom Accelerators and Advanced Packaging & Substrate Capacity.","Established","Dedicated"
"2026-11-07","T-002","The Thermal Reckoning","D22","Industry Media & Analyst Coverage","D22.4","Industry Analysts","INC","The Thermal Reckoning: Industry Media & Analyst Coverage","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Industry Media & Analyst Coverage sector — tracking Industry Analysts.","Established","Dedicated"
"2026-11-08","T-004","The Capital Concentration","D19","Tax, Incentives & Fiscal Policy","D19.5; D19.3; D19.2","Tax-Driven Deal Structuring; International Tax & Transfer Pricing; Federal Tax Policy","NET","The Capital Concentration: Tax, Incentives & Fiscal Policy","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the Tax, Incentives & Fiscal Policy sector — tracking Tax-Driven Deal Structuring, International Tax & Transfer Pricing and Federal Tax Policy.","Established","Dedicated"
"2026-11-09","T-003","The Consent Crisis","D13","Community Relations","D13.2; D13.1; D13.3","Opposition Movements & Organized Groups; Community Benefits & Host Agreements; Local Permitting & Entitlement Strategy","LBR","The Consent Crisis: Community Relations","Communities are the new permitting authority. Today The Consent Crisis turns to the Community Relations sector — tracking Opposition Movements & Organized Groups, Community Benefits & Host Agreements and Local Permitting & Entitlement Strategy.","Established","Dedicated"
"2026-11-10","T-001","The Power Reckoning","D2","Power Architecture","D2.10; D2.7; D2.5","Solid-State Transformers & Advanced Power Conversion; Renewables, Storage & PPAs for DC Power; Nuclear & SMR Offtake","RSC","The Power Reckoning: Power Architecture","The grid wasn't built for this. Today The Power Reckoning turns to the Power Architecture sector — tracking Solid-State Transformers & Advanced Power Conversion, Renewables, Storage & PPAs for DC Power and Nuclear & SMR Offtake.","Established","Dedicated"
"2026-11-11","T-005","The Inference Economy","D4","M&A & Capital Markets","D4.6","GPU-Backed & Neocloud Financing","REG","The Inference Economy: M&A & Capital Markets","Training built the factories. Inference fills them. Today The Inference Economy turns to the M&A & Capital Markets sector — tracking GPU-Backed & Neocloud Financing.","Established","Whitespace"
"2026-11-12","T-002","The Thermal Reckoning","D20","Facility IT & Operational Technology","D20.1; D20.2","Building Management Systems & HVAC Control; Facility DCIM & Digital Twin","LBR","The Thermal Reckoning: Facility IT & Operational Technology","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Facility IT & Operational Technology sector — tracking Building Management Systems & HVAC Control and Facility DCIM & Digital Twin.","Established","Dedicated"
"2026-11-13","T-004","The Capital Concentration","D21","Insurance & Risk Markets","D21.2","Cyber Insurance & Tech E&O","INC","The Capital Concentration: Insurance & Risk Markets","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the Insurance & Risk Markets sector — tracking Cyber Insurance & Tech E&O.","Established","Dedicated"
"2026-11-14","T-003","The Consent Crisis","D7","Cooling & Water Technology","D7.3","Water Use & Waterless Cooling Strategies","PWR","The Consent Crisis: Cooling & Water Technology","Communities are the new permitting authority. Today The Consent Crisis turns to the Cooling & Water Technology sector — tracking Water Use & Waterless Cooling Strategies.","Established","Whitespace"
"2026-11-15","T-006","The Sovereign AI Race","D15","Sovereign AI & Geopolitics","D15.5","Data Sovereignty & Cross-Border Flows","RSC","The Sovereign AI Race: Sovereign AI & Geopolitics","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Sovereign AI & Geopolitics sector — tracking Data Sovereignty & Cross-Border Flows.","Established","Dedicated"
"2026-11-16","T-005","The Inference Economy","D5","Hyperscaler Activity","D5.2","Hyperscaler Custom Silicon Strategy","LBR","The Inference Economy: Hyperscaler Activity","Training built the factories. Inference fills them. Today The Inference Economy turns to the Hyperscaler Activity sector — tracking Hyperscaler Custom Silicon Strategy.","Established","Broad-only"
